ID,BudgetLevel,RPIO,BFY,Fund,FundName,BOC,BocName,Org,RC,DivisionName,Code,Amount,SubProject,NPM,NpmCode,ProgramProjectCode,ProgramProjectName,ProgramArea,ProgramAreaName,Goal,GoalName,Objective,ObjectiveName
194,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,103DA1,137000,,OLEM,D,A1,RCRA MANAGEMENT,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
195,7,06,2018,B,EPM,41,GRANTS,06,06,R06,103DA1,0,,OLEM,D,A1,RCRA MANAGEMENT,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
196,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,103DA1 W2,8000,W2 PROGRAMMATIC SUPPORT,OLEM,D,A1,RCRA MANAGEMENT,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
197,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,103DA1 W2,8000,W2 PROGRAMMATIC SUPPORT,OLEM,D,A1,RCRA MANAGEMENT,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
198,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,103DA1 W2,0,W2 PROGRAMMATIC SUPPORT,OLEM,D,A1,RCRA MANAGEMENT,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
199,7,06,2018,B,EPM,41,GRANTS,06,06,R06,103DA1 W2,0,W2 PROGRAMMATIC SUPPORT,OLEM,D,A1,RCRA MANAGEMENT,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
200,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,103DA2,232000,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
201,7,06,2018,B,EPM,17,FTE,06,06,R06,103DA2,1.5,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
202,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,103DA2,2000,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
203,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,103DA2,0,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
204,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,103DA2,0,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
205,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,103DA2,28000,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
206,8,06,2018,B,EPM,37,CONTRACTS,06,06J,MULTIMEDIA DIVISION,103DA2,28000,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
207,7,06,2018,B,EPM,38,WCF,06,06,R06,103DA2,2000,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
208,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,103DA2,2000,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
209,7,06,2018,B,EPM,41,GRANTS,06,06,R06,103DA2,1555,,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
210,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,103DA2 W2,1000,W2 PROGRAMMATIC SUPPORT,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
211,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,103DA2 W2,1000,W2 PROGRAMMATIC SUPPORT,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
212,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,103DA2 W2,0,W2 PROGRAMMATIC SUPPORT,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
213,7,06,2018,B,EPM,41,GRANTS,06,06,R06,103DA2 W2,1555,W2 PROGRAMMATIC SUPPORT,OLEM,D,A2,RCRA RECYCLING,RCRA,RESOURCE CONSERVATION AND RECOVERTY ACT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
214,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,103DC3,991000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
215,7,06,2018,B,EPM,17,FTE,06,06,R06,103DC3,6.7,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,COOPERATIVE FEDERALISM,03,PRIORITIZE ROBUST SCIENCE
216,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,103DC3,9000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
217,8,06,2018,B,EPM,21,TRAVEL,06,06L,SUPERFUND DIVISION,103DC3,9000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
218,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,103DC3,0,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
219,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,103DC3,3000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
220,8,06,2018,B,EPM,36,EXPENSES,06,06L,SUPERFUND DIVISION,103DC3,3000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
221,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,103DC3,150000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
222,8,06,2018,B,EPM,37,CONTRACTS,06,06,SUPERFUND DIVISION,103DC3,150000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
223,7,06,2018,B,EPM,38,WCF,06,06,R06,103DC3,7000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
224,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,103DC3,7000,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
225,7,06,2018,B,EPM,41,GRANTS,06,06,R06,103DC3,0,,OLEM,D,C3,LOCAL PREPAREDNESS,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
226,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,103E43,12000,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
227,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,103E43,1000,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
228,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,103E43,0,,OLEM,D,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
229,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,103E43,0,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
230,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,103E43,0,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
231,7,06,2018,B,EPM,38,WCF,06,06,R06,103E43,0,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
232,7,06,2018,B,EPM,41,GRANTS,06,06,R06,103E43,0,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
233,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,104CD7,520000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
234,7,06,2018,B,EPM,17,FTE,06,06,R06,104CD7,3.2,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,COOPERATIVE FEDERALISM,04,STREAMLINE AND MODERNIZE
235,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,104CD7,5000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
236,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,104CD7,0,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
237,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CD7,5000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
238,8,06,2018,B,EPM,36,EXPENSES,06,06J,MULTIMEDIA DIVISION,104CD7,5000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
239,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CD7,35000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
240,8,06,2018,B,EPM,37,CONTRACTS,06,06J,MULTIMEDIA DIVISION,104CD7,35000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
241,7,06,2018,B,EPM,38,WCF,06,06,R06,104CD7,24000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
242,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,104CD7,24000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
243,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104CD7,12000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
244,8,06,2018,B,EPM,41,GRANTS,06,06J,MULTIMEDIA DIVISION,104CD7,12000,,OSCPP,C,D7,LEAD REDUCTION,TRRP,TOXICS RISK REVIEW AND PREVENTION,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
245,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,104CD8,106000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
246,7,06,2018,B,EPM,17,FTE,06,06,R06,104CD8,0.7,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
247,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,104CD8,2000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
248,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,104CD8,0,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
249,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CD8,27000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
250,8,06,2018,B,EPM,36,EXPENSES,06,06M,ENFORCEMENT DIVISION,104CD8,27000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
251,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CD8,24000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
252,8,06,2018,B,EPM,37,CONTRACTS,06,06M,ENFORCEMENT DIVISION,104CD8,24000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
253,7,06,2018,B,EPM,38,WCF,06,06,R06,104CD8,6000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
254,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,104CD8,6000,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
255,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104CD8,0,,OSCPP,C,D8,TOXICS INVENTORY,IEO,INFORMATIONAL EXCHANGE OUTREACH,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
256,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,104CJ1,427000,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
257,7,06,2018,B,EPM,17,FTE,06,06,R06,104CJ1,3,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,COOPERATIVE FEDERALISM,04,STREAMLINE AND MODERNIZE
258,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,104CJ1,6000,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
259,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,104CJ1,0,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
260,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CJ1,0,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
261,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CJ1,0,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
262,7,06,2018,B,EPM,38,WCF,06,06,R06,104CJ1,11000,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
263,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,104CJ1,11000,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
264,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104CJ1,55000,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
265,8,06,2018,B,EPM,41,GRANTS,06,06J,MULTIMEDIA DIVISION,104CJ1,55000,,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
266,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CJ1 W2,8000,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
267,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,104CJ1 W2,8000,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
268,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CJ1 W2,0,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
269,7,06,2018,B,EPM,41,GRANTS,06,06,R06,104CJ1 W2,0,W2 PROGRAMMATIC SUPPORT,OSCPP,C,J1,PESTICIDES HEALTH,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
270,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,104CJ2,416000,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
271,7,06,2018,B,EPM,17,FTE,06,06,R06,104CJ2,3.1,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
272,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,104CJ2,6000,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
273,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,104CJ2,0,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
274,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,104CJ2,0,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
275,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,104CJ2,0,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
276,7,06,2018,B,EPM,38,WCF,06,06,R06,104CJ2,11000,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
277,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,104CJ2,11000,,OSCPP,C,J2,PESTICIDES ENVIRONMENT,PL,PESTICIDES LICENSING,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
